claim_id,SSN,claim_age,patient_name,patient_id,provider_id,provider_name,claim_amount,approved_amount,claim_status,submission_date,adjudication_date,payment_date,denial_reason
CLM511105,816-22-5503,89,Emily Thomas,P00384,PR007,Humana,44847,0,Denied,27-06-2024,08-07-2024,,Pre-Authorization Required
CLM511106,507-93-5912,69,Joseph Smith,P00281,PR001,Medicare,35609,25700,Approved,06-10-2024,13-10-2024,30-10-2024,
CLM511107,202-46-2210,45,William Moore,P00133,PR014,Anthem,21609,18166,Approved,25-09-2024,08-10-2024,26-10-2024,
CLM511108,598-10-3200,75,Joseph Anderson,P00432,PR010,Davis Vision,41638,39377,Approved,20-04-2024,26-04-2024,04-05-2024,
CLM511109,350-24-3532,64,Barbara Davis,P00397,PR013,Superior Vision,47053,46693,Approved,08-05-2024,13-05-2024,01-06-2024,
CLM511110,457-27-1990,61,Robert Martin,P00137,PR002,Medicaid,30792,27973,Approved,17-04-2024,30-04-2024,25-05-2024,
CLM511111,111-99-1126,46,Sarah Smith,P00418,PR009,Vision Service Plan,45564,32032,Approved,23-10-2024,11-11-2024,29-11-2024,
CLM511112,499-69-7787,23,Paul Rodriguez,P00176,PR012,EyeMed,8934,0,Denied,09-05-2024,26-05-2024,,Incorrect Member ID
CLM511113,351-48-6368,71,Paul Johnson,P00065,PR012,EyeMed,22027,0,Denied,26-06-2024,03-07-2024,,Missing Documentation
CLM511114,520-36-8866,78,Linda Jones,P00287,PR008,Kaiser Permanente,12042,9269,Approved,14-02-2024,04-03-2024,16-03-2024,
CLM511115,954-42-6318,65,Mark Jackson,P00458,PR007,Humana,51797,42857,Approved,01-02-2024,09-02-2024,16-02-2024,
CLM511116,463-95-3113,79,Rosie Davis,P00415,PR005,UnitedHealthcare,38446,0,Denied,01-03-2024,12-03-2024,,Pre-Authorization Required
CLM511117,886-74-8088,22,Andrew Jackson,P00183,PR006,Blue Cross Blue Shield,45992,0,Denied,24-03-2024,01-04-2024,,Coverage Not Eligible
CLM511118,710-45-8770,82,James Brown,P00476,PR005,UnitedHealthcare,9421,0,Denied,18-09-2024,24-09-2024,,Incorrect Member ID
CLM511119,202-46-2210,72,William Moore,P00133,PR003,Aetna,19567,17348,Approved,12-05-2024,16-05-2024,29-05-2024,
CLM511120,894-83-5117,89,Patricia Taylor,P00274,PR004,Cigna,46392,41141,Approved,12-01-2024,26-01-2024,12-02-2024,
CLM511121,961-46-5638,37,Mary Lopez,P00088,PR015,Molina Healthcare,53641,40066,Approved,31-05-2024,06-06-2024,14-06-2024,
CLM511122,262-96-5638,77,Mary Garcia,P00422,PR013,Superior Vision,29898,24830,Approved,29-05-2024,10-06-2024,29-06-2024,
CLM511123,447-52-5267,52,Barbara Jackson,P00620,PR013,Superior Vision,41073,30264,Approved,27-09-2024,09-10-2024,22-10-2024,
CLM511124,404-10-8877,50,Michael Williams,P00398,PR005,UnitedHealthcare,16485,15062,Approved,08-10-2024,15-10-2024,27-10-2024,
CLM511125,120-92-8453,29,Matthew Davis,P00054,PR010,Davis Vision,57124,0,Denied,05-04-2024,10-04-2024,,Missing Documentation
CLM511126,582-54-5507,36,Daniel Taylor,P00478,PR007,Humana,40721,26724,Approved,27-01-2024,03-02-2024,23-02-2024,
CLM511127,854-22-8515,72,Robert Johnson,P00519,PR003,Aetna,59613,46089,Approved,07-04-2024,13-04-2024,26-04-2024,
CLM511128,341-10-1231,46,Susan Taylor,P00002,PR009,Vision Service Plan,22108,21553,Approved,03-01-2024,14-01-2024,05-02-2024,
CLM511129,870-28-2423,57,John Taylor,P00090,PR004,Cigna,39140,28548,Approved,09-03-2024,21-03-2024,20-04-2024,
CLM511130,371-15-9811,63,Barbara Thomas,P00045,PR012,EyeMed,28221,26786,Approved,03-04-2024,07-04-2024,05-05-2024,
CLM511131,782-35-8927,61,Andrew Smith,P00198,PR015,Molina Healthcare,36127,35040,Approved,18-07-2024,27-07-2024,24-08-2024,
CLM511132,978-80-7038,25,James Williams,P00448,PR009,Vision Service Plan,18936,18790,Approved,04-06-2024,20-06-2024,08-07-2024,
CLM511133,179-66-1274,57,Karen Miller,P00104,PR014,Anthem,3458,0,Denied,24-03-2024,12-04-2024,,Duplicate Claim
CLM511134,770-75-1346,30,Daniel Martin,P00052,PR001,Medicare,18401,15505,Approved,13-06-2024,02-07-2024,17-07-2024,
CLM511135,375-27-3819,48,Anthony Jackson,P00253,PR001,Medicare,5870,0,Denied,18-07-2024,31-07-2024,,Duplicate Claim
CLM511136,232-38-9819,81,Elizabeth Hernandez,P00142,PR004,Cigna,32223,27362,Approved,08-03-2024,25-03-2024,07-04-2024,
CLM511137,438-80-2360,38,Matthew Garcia,P00486,PR011,Spectera,52507,34872,Approved,29-01-2024,16-02-2024,28-02-2024,
CLM511138,986-85-9844,48,Susan Ramore,P00184,PR013,Superior Vision,17926,14744,Approved,26-08-2024,09-09-2024,08-10-2024,
CLM511139,552-83-9822,38,Elizabeth Wilson,P00507,PR007,Humana,48497,0,Denied,27-10-2024,02-11-2024,,Policy Lapsed
CLM511140,607-84-2136,74,Susan Johnson,P00504,PR007,Humana,11367,8805,Approved,17-06-2024,05-07-2024,16-07-2024,
CLM511141,101-47-4575,61,Sarah Rodriguez,P00642,PR002,Medicaid,8804,8695,Approved,23-07-2024,27-07-2024,03-08-2024,
CLM511142,754-73-9182,30,William Jones,P00584,PR014,Anthem,31993,0,Denied,26-02-2024,06-03-2024,,Invalid CPT Code
CLM511143,642-64-9414,27,Rosie Hernandez,P00083,PR008,Kaiser Permanente,11547,8070,Approved,16-01-2024,05-02-2024,04-03-2024,
CLM511144,371-15-9811,35,Barbara Thomas,P00045,PR001,Medicare,8983,6616,Approved,02-04-2024,11-04-2024,10-05-2024,
CLM511145,892-71-1940,38,Matthew Wilson,P00011,PR004,Cigna,22577,17901,Approved,17-08-2024,22-08-2024,13-09-2024,
CLM511146,951-73-8296,85,Susan Jackson,P00417,PR014,Anthem,23907,0,Denied,17-03-2024,02-04-2024,,Duplicate Claim
CLM511147,136-82-1092,83,Linda Smith,P00583,PR001,Medicare,41880,37967,Approved,28-06-2024,15-07-2024,23-07-2024,
CLM511148,668-92-4147,86,Andrew Hernandez,P00234,PR009,Vision Service Plan,28305,0,Denied,18-03-2024,07-04-2024,,Coverage Not Eligible
CLM511149,742-30-6273,36,Thomas Rodriguez,P00425,PR007,Humana,45171,30679,Approved,16-02-2024,02-03-2024,01-04-2024,
CLM511150,393-11-9392,77,Thomas Williams,P00277,PR003,Aetna,11233,10898,Approved,03-07-2024,21-07-2024,15-08-2024,
CLM511151,282-45-6476,67,Barbara Jones,P00421,PR013,Superior Vision,40222,26778,Approved,15-06-2024,29-06-2024,09-07-2024,
CLM511152,460-36-3637,54,Andrew Ramore,P00071,PR002,Medicaid,43529,0,Denied,02-04-2024,20-04-2024,,Coverage Not Eligible
CLM511153,157-54-5734,37,Karen Moore,P00602,PR008,Kaiser Permanente,47168,42705,Approved,09-07-2024,17-07-2024,27-07-2024,
CLM511154,670-45-8204,31,Elizabeth Jones,P00226,PR010,Davis Vision,35501,33142,Approved,07-03-2024,12-03-2024,09-04-2024,
CLM511155,916-26-1615,75,Rosie Johnson,P00311,PR004,Cigna,55061,50734,Approved,07-09-2024,11-09-2024,18-09-2024,
CLM511156,944-88-6771,76,Matthew Taylor,P00267,PR006,Blue Cross Blue Shield,32405,30082,Approved,03-08-2024,19-08-2024,17-09-2024,
CLM511157,994-17-1128,67,Karen Taylor,P00018,PR009,Vision Service Plan,49761,33068,Approved,12-03-2024,18-03-2024,12-04-2024,
CLM511158,447-97-1099,82,Susan Martinez,P00534,PR006,Blue Cross Blue Shield,57310,53882,Approved,04-05-2024,21-05-2024,16-06-2024,
CLM511159,433-17-8601,72,Thomas Ramore,P00610,PR009,Vision Service Plan,13449,11344,Approved,16-04-2024,25-04-2024,12-05-2024,
CLM511160,277-77-4665,88,James Jones,P00580,PR002,Medicaid,40016,39463,Approved,14-05-2024,24-05-2024,20-06-2024,
CLM511161,378-83-7990,34,Barbara Rodriguez,P00087,PR004,Cigna,44602,36287,Approved,16-02-2024,04-03-2024,16-03-2024,
CLM511162,941-20-8389,43,Charles Jackson,P00300,PR013,Superior Vision,39784,27271,Approved,27-04-2024,16-05-2024,12-06-2024,
CLM511163,908-78-5661,39,Linda Anderson,P00511,PR002,Medicaid,50247,47703,Approved,01-06-2024,06-06-2024,03-07-2024,
CLM511164,133-70-2045,62,Sophia Hernandez,P00419,PR007,Humana,25259,0,Denied,03-07-2024,08-07-2024,,Missing Documentation
CLM511165,975-54-7308,80,Jennifer Gonzalez,P00276,PR013,Superior Vision,17238,13037,Approved,15-07-2024,26-07-2024,05-08-2024,
CLM511166,580-20-3160,36,Robert Jackson,P00188,PR003,Aetna,22751,0,Denied,21-08-2024,08-09-2024,,Coverage Not Eligible
CLM511167,136-11-8664,20,Charles Miller,P00524,PR010,Davis Vision,32114,29700,Approved,04-03-2024,14-03-2024,24-03-2024,
CLM511168,999-11-1852,82,Robert Taylor,P00135,PR011,Spectera,55775,42462,Approved,07-08-2024,22-08-2024,19-09-2024,
CLM511169,314-33-5497,37,Sarah Martinez,P00257,PR008,Kaiser Permanente,28900,26608,Approved,08-09-2024,17-09-2024,15-10-2024,
CLM511170,480-67-8739,87,Elizabeth Williams,P00420,PR013,Superior Vision,22084,0,Denied,07-09-2024,11-09-2024,,Invalid CPT Code
CLM511171,895-64-7141,61,Robert Garcia,P00009,PR003,Aetna,50106,36020,Approved,22-03-2024,28-03-2024,21-04-2024,
CLM511172,470-30-9644,43,Patricia Gonzalez,P00393,PR003,Aetna,22671,0,Denied,11-09-2024,20-09-2024,,Policy Lapsed
CLM511173,941-20-8389,87,Charles Jackson,P00300,PR005,UnitedHealthcare,32434,23318,Approved,26-01-2024,02-02-2024,26-02-2024,
CLM511174,833-64-4509,59,Andrew Lopez,P00304,PR015,Molina Healthcare,33857,27401,Approved,14-05-2024,01-06-2024,20-06-2024,
CLM511175,758-79-2121,37,John Miller,P00489,PR002,Medicaid,34146,27041,Approved,01-07-2024,20-07-2024,29-07-2024,
CLM511176,306-55-2070,89,Karen Hernandez,P00021,PR005,UnitedHealthcare,26330,0,Denied,12-05-2024,21-05-2024,,Policy Lapsed
CLM511177,465-56-2336,80,Mark Gonzalez,P00211,PR001,Medicare,25584,19314,Approved,24-02-2024,06-03-2024,14-03-2024,
CLM511178,403-87-8724,72,Joseph Moore,P00450,PR011,Spectera,30573,25400,Approved,13-01-2024,18-01-2024,06-02-2024,
CLM511179,280-13-3354,43,Linda Davis,P00465,PR014,Anthem,50601,34978,Approved,15-07-2024,27-07-2024,03-08-2024,
CLM511180,487-49-4760,37,Richard Hernandez,P00284,PR004,Cigna,53291,53242,Approved,24-05-2024,29-05-2024,18-06-2024,
CLM511181,421-15-5009,90,Rosie Martin,P00019,PR010,Davis Vision,2235,1453,Approved,22-03-2024,29-03-2024,18-04-2024,
CLM511182,169-10-8153,80,Joseph Davis,P00125,PR009,Vision Service Plan,23993,16720,Approved,02-07-2024,16-07-2024,12-08-2024,
CLM511183,559-82-8454,54,Charles Johnson,P00404,PR012,EyeMed,35617,28824,Approved,06-10-2024,24-10-2024,06-11-2024,
CLM511184,437-16-7598,40,Sophia Davis,P00406,PR011,Spectera,27781,0,Denied,17-01-2024,03-02-2024,,Duplicate Claim
CLM511185,940-56-9252,54,Mark Taylor,P00539,PR008,Kaiser Permanente,37053,29921,Approved,18-06-2024,23-06-2024,04-07-2024,
CLM511186,547-12-9711,76,Rosie Thomas,P00199,PR001,Medicare,30727,21795,Approved,16-03-2024,29-03-2024,05-04-2024,
CLM511187,924-44-6685,82,Patricia Jones,P00346,PR007,Humana,7675,5847,Approved,03-05-2024,07-05-2024,20-05-2024,
CLM511188,552-83-9822,24,Elizabeth Wilson,P00507,PR004,Cigna,48303,41067,Approved,08-08-2024,27-08-2024,16-09-2024,
CLM511189,282-45-6476,51,Barbara Jones,P00421,PR014,Anthem,37537,31307,Approved,28-02-2024,10-03-2024,04-04-2024,
CLM511190,123-59-4052,24,David Gonzalez,P00129,PR014,Anthem,43899,36368,Approved,21-06-2024,07-07-2024,21-07-2024,
CLM511191,248-75-6984,33,Linda Johnson,P00621,PR005,UnitedHealthcare,7854,5848,Approved,12-07-2024,29-07-2024,21-08-2024,
CLM511192,912-21-2229,56,Elizabeth Jackson,P00200,PR001,Medicare,20663,0,Denied,01-10-2024,12-10-2024,,Invalid CPT Code
CLM511193,144-72-7501,22,James Johnson,P00525,PR003,Aetna,34137,0,Denied,06-06-2024,11-06-2024,,Timely Filing Limit Exceeded
CLM511194,905-13-7360,56,Linda Rodriguez,P00290,PR011,Spectera,25406,0,Denied,03-03-2024,11-03-2024,,Duplicate Claim
CLM511195,901-65-6531,81,Emily Ramore,P00385,PR010,Davis Vision,3757,3511,Approved,24-08-2024,08-09-2024,22-09-2024,
CLM511196,399-49-1823,67,Patricia Lopez,P00301,PR002,Medicaid,25196,21500,Approved,04-03-2024,10-03-2024,21-03-2024,
CLM511197,977-63-7159,23,Olivia Williams,P00405,PR007,Humana,33852,32633,Approved,15-04-2024,01-05-2024,18-05-2024,
CLM511198,967-81-5149,41,James Ramore,P00296,PR010,Davis Vision,19243,0,Denied,07-04-2024,16-04-2024,,Duplicate Claim
CLM511199,462-59-8339,52,Mary Anderson,P00048,PR007,Humana,33564,0,Denied,04-06-2024,09-06-2024,,Policy Lapsed
CLM511200,602-19-4090,38,Michael Martinez,P00325,PR004,Cigna,16192,0,Denied,08-02-2024,12-02-2024,,Duplicate Claim
CLM511201,393-11-9392,52,Thomas Williams,P00277,PR008,Kaiser Permanente,27438,27134,Approved,11-04-2024,20-04-2024,30-04-2024,
CLM511202,703-48-3662,57,Patricia Wilson,P00508,PR014,Anthem,22110,0,Denied,24-04-2024,05-05-2024,,Timely Filing Limit Exceeded
CLM511203,181-97-2852,64,Matthew Johnson,P00532,PR002,Medicaid,17222,15763,Approved,12-06-2024,19-06-2024,17-07-2024,
CLM511204,368-75-4817,51,Jennifer Johnson,P00548,PR012,EyeMed,54490,54072,Approved,02-07-2024,07-07-2024,21-07-2024,
CLM511205,911-96-3337,59,Jennifer Jones,P00593,PR006,Blue Cross Blue Shield,51781,38817,Approved,26-02-2024,03-03-2024,28-03-2024,
CLM511206,479-89-4644,39,Anthony Smith,P00556,PR007,Humana,24397,17468,Approved,30-04-2024,16-05-2024,06-06-2024,
CLM511207,718-87-2078,77,Rosie Jones,P00194,PR007,Humana,2061,1413,Approved,26-08-2024,08-09-2024,08-10-2024,
CLM511208,691-64-1228,72,Michael Miller,P00498,PR013,Superior Vision,11000,0,Denied,02-02-2024,17-02-2024,,Duplicate Claim
CLM511209,936-62-7225,41,Daniel Rodriguez,P00308,PR004,Cigna,41611,27490,Approved,11-02-2024,27-02-2024,28-03-2024,
CLM511210,361-41-4264,47,Andrew Jones,P00648,PR011,Spectera,57552,0,Denied,13-08-2024,29-08-2024,,Policy Lapsed
CLM511211,308-34-2629,48,John Rodriguez,P00112,PR006,Blue Cross Blue Shield,19875,17089,Approved,02-05-2024,22-05-2024,17-06-2024,
CLM511212,356-92-9518,53,David Anderson,P00326,PR015,Molina Healthcare,33375,28047,Approved,10-07-2024,16-07-2024,06-08-2024,
CLM511213,856-62-8239,66,Michael Wilson,P00003,PR007,Humana,38434,27405,Approved,30-03-2024,13-04-2024,11-05-2024,
CLM511214,826-21-5363,50,Robert Martinez,P00455,PR011,Spectera,7641,5852,Approved,26-09-2024,12-10-2024,23-10-2024,
CLM511215,303-29-1579,48,Charles Davis,P00219,PR003,Aetna,24378,20919,Approved,19-05-2024,28-05-2024,09-06-2024,
CLM511216,859-88-8230,62,William Williams,P00514,PR003,Aetna,11533,0,Denied,29-08-2024,18-09-2024,,Policy Lapsed
CLM511217,829-71-1327,29,Richard Moore,P00469,PR001,Medicare,3948,0,Denied,16-09-2024,21-09-2024,,Invalid CPT Code
CLM511218,780-24-2593,69,Jessica Garcia,P00283,PR008,Kaiser Permanente,56774,51033,Approved,12-06-2024,29-06-2024,09-07-2024,
CLM511219,122-11-8492,90,Susan Garcia,P00263,PR005,UnitedHealthcare,44615,32129,Approved,22-03-2024,31-03-2024,23-04-2024,
CLM511220,508-83-4501,61,Linda Moore,P00518,PR002,Medicaid,6980,5659,Approved,10-02-2024,29-02-2024,11-03-2024,
CLM511221,152-33-4177,34,Andrew Garcia,P00365,PR005,UnitedHealthcare,39802,34866,Approved,17-02-2024,24-02-2024,13-03-2024,
CLM511222,429-36-2741,28,Rosie Ramore,P00250,PR015,Molina Healthcare,41192,0,Denied,22-10-2024,29-10-2024,,Invalid CPT Code
CLM511223,282-55-9844,25,Jennifer Martin,P00042,PR012,EyeMed,36949,0,Denied,08-06-2024,25-06-2024,,Policy Lapsed
CLM511224,554-16-8676,34,Matthew Jackson,P00570,PR014,Anthem,5272,4850,Approved,08-01-2024,22-01-2024,20-02-2024,
CLM511225,471-26-4765,55,Jennifer Rodriguez,P00288,PR004,Cigna,39323,32001,Approved,24-02-2024,28-02-2024,17-03-2024,
CLM511226,710-45-8770,61,James Brown,P00476,PR004,Cigna,48631,33137,Approved,07-10-2024,12-10-2024,01-11-2024,
CLM511227,525-12-5532,89,Linda Martin,P00111,PR003,Aetna,40033,0,Denied,05-03-2024,15-03-2024,,Duplicate Claim
CLM511228,260-12-6962,43,Paul Brown,P00289,PR001,Medicare,10848,0,Denied,27-02-2024,10-03-2024,,Incorrect Member ID
CLM511229,802-65-4242,43,William Thomas,P00105,PR015,Molina Healthcare,11276,0,Denied,12-01-2024,22-01-2024,,Incorrect Member ID
CLM511230,562-71-5634,74,Linda Ramore,P00086,PR009,Vision Service Plan,31045,29326,Approved,07-05-2024,25-05-2024,05-06-2024,
CLM511231,547-50-1330,49,Mary Taylor,P00616,PR004,Cigna,39373,0,Denied,11-09-2024,18-09-2024,,Timely Filing Limit Exceeded
CLM511232,847-63-9393,68,Daniel Hernandez,P00174,PR009,Vision Service Plan,26099,23666,Approved,27-08-2024,14-09-2024,24-09-2024,
CLM511233,741-54-6445,75,Olivia Garcia,P00008,PR015,Molina Healthcare,50613,48553,Approved,06-09-2024,13-09-2024,02-10-2024,
CLM511234,136-85-7228,88,Robert Thomas,P00352,PR010,Davis Vision,16909,11697,Approved,04-10-2024,14-10-2024,28-10-2024,
CLM511235,954-42-6318,26,Mark Jackson,P00458,PR012,EyeMed,23768,23528,Approved,23-07-2024,01-08-2024,14-08-2024,
CLM511236,925-35-8252,54,Mark Anderson,P00114,PR012,EyeMed,45216,29968,Approved,01-04-2024,06-04-2024,01-05-2024,
CLM511237,690-76-6313,48,Andrew Brown,P00146,PR009,Vision Service Plan,35680,29534,Approved,21-10-2024,05-11-2024,24-11-2024,
CLM511238,518-35-4170,28,Jessica Rodriguez,P00037,PR010,Davis Vision,40104,37789,Approved,20-05-2024,06-06-2024,27-06-2024,
CLM511239,553-38-3305,54,Joseph Garcia,P00307,PR013,Superior Vision,2443,2149,Approved,30-08-2024,08-09-2024,19-09-2024,
CLM511240,413-77-3471,59,Karen Gonzalez,P00423,PR011,Spectera,12165,10229,Approved,09-08-2024,28-08-2024,19-09-2024,
CLM511241,426-95-5692,59,Joseph Taylor,P00550,PR003,Aetna,16754,12531,Approved,28-04-2024,08-05-2024,31-05-2024,
CLM511242,404-10-8877,70,Michael Williams,P00398,PR012,EyeMed,56045,51693,Approved,07-07-2024,11-07-2024,24-07-2024,
CLM511243,457-27-1990,72,Robert Martin,P00137,PR015,Molina Healthcare,27123,23522,Approved,20-08-2024,02-09-2024,13-09-2024,
CLM511244,892-68-9662,69,Susan Davis,P00468,PR014,Anthem,18917,0,Denied,12-05-2024,30-05-2024,,Policy Lapsed
CLM511245,403-87-8724,67,Joseph Moore,P00450,PR008,Kaiser Permanente,6614,0,Denied,29-05-2024,16-06-2024,,Incorrect Member ID
CLM511246,289-18-5266,80,David Jones,P00248,PR005,UnitedHealthcare,43571,33213,Approved,29-04-2024,18-05-2024,08-06-2024,
CLM511247,553-41-3435,84,Mark Martin,P00629,PR008,Kaiser Permanente,43077,33848,Approved,01-09-2024,18-09-2024,28-09-2024,
CLM511248,101-47-4575,46,Sarah Rodriguez,P00642,PR012,EyeMed,26153,18040,Approved,19-08-2024,28-08-2024,26-09-2024,
CLM511249,948-41-5678,26,James Thomas,P00313,PR010,Davis Vision,16696,16101,Approved,24-05-2024,29-05-2024,21-06-2024,
CLM511250,469-35-1160,27,Olivia Gonzalez,P00210,PR011,Spectera,49081,44038,Approved,18-07-2024,05-08-2024,22-08-2024,
CLM511251,486-30-7453,90,John Thomas,P00641,PR007,Humana,10466,7507,Approved,18-02-2024,26-02-2024,17-03-2024,
CLM511252,417-89-9425,53,William Miller,P00106,PR008,Kaiser Permanente,16599,13306,Approved,18-01-2024,04-02-2024,22-02-2024,
CLM511253,718-98-4074,48,James Davis,P00297,PR004,Cigna,40139,32096,Approved,19-08-2024,26-08-2024,13-09-2024,
CLM511254,448-84-2129,46,Robert Williams,P00273,PR003,Aetna,3869,0,Denied,16-03-2024,22-03-2024,,Missing Documentation
CLM511255,392-31-4437,82,Anthony Johnson,P00650,PR005,UnitedHealthcare,6833,6274,Approved,17-09-2024,23-09-2024,06-10-2024,
CLM511256,925-99-1270,22,Mary Smith,P00214,PR008,Kaiser Permanente,10150,6704,Approved,06-03-2024,22-03-2024,04-04-2024,
CLM511257,867-15-5151,22,Joseph Martin,P00587,PR009,Vision Service Plan,31581,28964,Approved,15-10-2024,01-11-2024,13-11-2024,
CLM511258,729-18-6227,37,Michael Davis,P00470,PR007,Humana,34291,34214,Approved,14-01-2024,19-01-2024,05-02-2024,
CLM511259,149-80-8921,55,Sophia Thomas,P00239,PR004,Cigna,34819,25668,Approved,15-10-2024,25-10-2024,14-11-2024,
CLM511260,176-35-4417,75,Mark Davis,P00005,PR004,Cigna,25007,0,Denied,29-08-2024,07-09-2024,,Coverage Not Eligible
CLM511261,487-49-4760,27,Richard Hernandez,P00284,PR011,Spectera,52027,47901,Approved,15-08-2024,19-08-2024,17-09-2024,
CLM511262,777-77-9933,41,Joseph Lopez,P00270,PR008,Kaiser Permanente,7386,0,Denied,07-10-2024,11-10-2024,,Pre-Authorization Required
CLM511263,552-83-9822,22,Elizabeth Wilson,P00507,PR008,Kaiser Permanente,40897,28023,Approved,01-07-2024,20-07-2024,31-07-2024,
CLM511264,338-61-4468,79,Emily Gonzalez,P00590,PR006,Blue Cross Blue Shield,44095,35511,Approved,06-02-2024,16-02-2024,15-03-2024,
CLM511265,923-89-9564,50,William Gonzalez,P00409,PR014,Anthem,43993,36598,Approved,17-08-2024,06-09-2024,17-09-2024,
CLM511266,941-20-8389,90,Charles Jackson,P00300,PR003,Aetna,41501,32473,Approved,19-07-2024,23-07-2024,16-08-2024,
CLM511267,846-23-2694,72,Robert Ramore,P00481,PR012,EyeMed,46449,43938,Approved,30-06-2024,19-07-2024,13-08-2024,
CLM511268,426-51-3193,60,Anthony Brown,P00461,PR004,Cigna,52380,0,Denied,27-09-2024,01-10-2024,,Timely Filing Limit Exceeded
CLM511269,426-95-5692,76,Joseph Taylor,P00550,PR012,EyeMed,34613,27764,Approved,14-06-2024,03-07-2024,01-08-2024,
CLM511270,246-51-6451,84,Paul Hernandez,P00428,PR015,Molina Healthcare,50160,33162,Approved,02-04-2024,08-04-2024,29-04-2024,
CLM511271,841-10-1640,48,Michael Taylor,P00246,PR011,Spectera,28206,0,Denied,27-01-2024,08-02-2024,,Timely Filing Limit Exceeded
CLM511272,731-55-2154,21,Richard Anderson,P00131,PR005,UnitedHealthcare,6241,6069,Approved,15-10-2024,26-10-2024,03-11-2024,
CLM511273,702-19-8586,71,Isabella Martin,P00215,PR009,Vision Service Plan,12365,9664,Approved,21-06-2024,26-06-2024,11-07-2024,
CLM511274,518-35-4170,89,Jessica Rodriguez,P00037,PR008,Kaiser Permanente,45818,0,Denied,26-01-2024,12-02-2024,,Missing Documentation
CLM511275,118-14-6886,22,Susan Miller,P00271,PR009,Vision Service Plan,47045,0,Denied,17-03-2024,25-03-2024,,Duplicate Claim
CLM511276,559-82-8454,87,Charles Johnson,P00404,PR015,Molina Healthcare,27166,24902,Approved,04-03-2024,21-03-2024,30-03-2024,
CLM511277,984-83-9813,76,Linda Taylor,P00148,PR003,Aetna,54843,51830,Approved,17-03-2024,29-03-2024,18-04-2024,
CLM511278,739-30-3508,33,William Smith,P00056,PR001,Medicare,25101,16872,Approved,11-06-2024,25-06-2024,19-07-2024,
CLM511279,740-64-4086,29,Isabella Thomas,P00451,PR010,Davis Vision,47246,43325,Approved,02-08-2024,15-08-2024,11-09-2024,
CLM511280,336-66-2214,59,Matthew Miller,P00143,PR006,Blue Cross Blue Shield,24279,0,Denied,08-04-2024,16-04-2024,,Invalid CPT Code
CLM511281,172-98-8429,25,Jennifer Lopez,P00597,PR011,Spectera,58821,0,Denied,18-08-2024,29-08-2024,,Invalid CPT Code
CLM511282,181-80-7410,89,Elizabeth Miller,P00318,PR009,Vision Service Plan,35619,29647,Approved,21-03-2024,29-03-2024,23-04-2024,
CLM511283,308-78-3789,63,Rosie Williams,P00080,PR009,Vision Service Plan,54980,40249,Approved,12-03-2024,18-03-2024,29-03-2024,
CLM511284,841-10-1640,90,Michael Taylor,P00246,PR015,Molina Healthcare,47949,41654,Approved,08-06-2024,15-06-2024,09-07-2024,
CLM511285,696-47-8306,56,David Taylor,P00069,PR001,Medicare,19088,0,Denied,18-05-2024,07-06-2024,,Pre-Authorization Required
CLM511286,233-92-6699,51,Michael Jones,P00097,PR013,Superior Vision,18215,13333,Approved,29-03-2024,02-04-2024,20-04-2024,
CLM511287,213-76-4734,54,Sarah Thomas,P00380,PR009,Vision Service Plan,31155,25120,Approved,08-08-2024,23-08-2024,14-09-2024,
CLM511288,703-67-9787,21,Mark Smith,P00203,PR002,Medicaid,48751,0,Denied,09-01-2024,26-01-2024,,Invalid CPT Code
CLM511289,600-24-8557,55,David Ramore,P00357,PR014,Anthem,4481,3549,Approved,22-01-2024,29-01-2024,15-02-2024,
CLM511290,907-25-5199,45,Elizabeth Johnson,P00130,PR008,Kaiser Permanente,57424,46794,Approved,01-09-2024,17-09-2024,27-09-2024,
CLM511291,770-85-5993,28,Sophia Anderson,P00120,PR002,Medicaid,11269,8650,Approved,24-10-2024,03-11-2024,02-12-2024,
CLM511292,718-87-2078,47,Rosie Jones,P00194,PR002,Medicaid,29376,24577,Approved,19-09-2024,27-09-2024,09-10-2024,
CLM511293,919-56-4389,67,Jessica Brown,P00230,PR003,Aetna,30629,27484,Approved,05-04-2024,24-04-2024,18-05-2024,
CLM511294,114-66-9154,24,Isabella Wilson,P00530,PR013,Superior Vision,46992,36686,Approved,25-08-2024,10-09-2024,02-10-2024,
CLM511295,177-43-9623,24,Michael Ramore,P00506,PR001,Medicare,17536,13485,Approved,26-02-2024,04-03-2024,24-03-2024,
CLM511296,886-74-8088,85,Andrew Jackson,P00183,PR008,Kaiser Permanente,37387,27531,Approved,17-06-2024,26-06-2024,15-07-2024,
CLM511297,512-28-3290,32,Andrew Moore,P00238,PR004,Cigna,50857,0,Denied,21-01-2024,02-02-2024,,Policy Lapsed
CLM511298,857-76-8329,59,Isabella Anderson,P00150,PR012,EyeMed,6212,0,Denied,06-03-2024,26-03-2024,,Duplicate Claim
CLM511299,308-34-2629,72,John Rodriguez,P00112,PR011,Spectera,52874,37361,Approved,09-01-2024,14-01-2024,29-01-2024,
CLM511300,764-76-7032,74,Olivia Hernandez,P00051,PR005,UnitedHealthcare,4341,0,Denied,10-01-2024,30-01-2024,,Missing Documentation
CLM511301,275-10-1543,30,Sarah Garcia,P00442,PR002,Medicaid,5083,3774,Approved,30-05-2024,16-06-2024,09-07-2024,
